Time,Latitude,Longitude,Course,kts,mph,AltitudeFeet,Reporting Facility
3:44:57 PM,5.2333,-150.8167,218,512,589,36000,Oakland Oceanic
10:47:51 AM,33.7906,-120.0057,263,450,518,21600,FlightAware ADS-B (KSZP)
10:37:09 PM,-36.9813,174.8972,251,157,181,2100,FlightAware ADS-B (AKL / NZAA)
11:08:57 AM,33.2259,-123.1862,244,476,548,34000,FlightAware ADS-B (KSBA)
8:31:59 PM,-26.2246,-173.7068,208,,,37975,FlightAware Approximate
7:49:02 PM,-21.2622,-170.7343,209,,,37975,FlightAware Approximate
9:56:10 PM,-34.7667,179.55,219,491,565,37975,New Zealand
10:35:42 PM,-36.9593,174.9764,251,189,217,3125,FlightAware ADS-B (AKL / NZAA)
6:01:14 PM,-9.4298,-162.5373,219,490,564,37975,FlightAware ADS-B (MHX / NCMH)
11:18:31 AM,32.6305,-124.542,243,487,560,33975,FlightAware ADS-B (KSBA)
12:42:33 PM,25.35,-134.6667,221,500,575,34000,Oakland Oceanic
6:30:55 PM,-12.5669,-165.0283,218,,,37975,FlightAware Approximate
10:33:22 PM,-36.9108,175.1327,248,246,283,4575,FlightAware ADS-B (NZPK)
10:46:19 AM,33.8145,-119.7822,263,437,503,19700,FlightAware ADS-B (KSMO)
10:14:13 PM,-36.1826,177.2587,246,452,520,33300,FlightAware ADS-B (NZRW)
10:35:21 AM,33.9272,-118.514,265,250,288,2650,FlightAware ADS-B (KLAX)
9:32:27 PM,-32.9066,-178.6394,218,,,37975,FlightAware Approximate
7:26:06 PM,-18.629,-169.1577,210,,,37975,FlightAware Approximate
10:48:18 AM,33.7831,-120.0739,264,452,520,22100,FlightAware ADS-B (KLPC)
8:40:03 PM,-27.1651,-174.2611,208,,,37975,FlightAware Approximate
10:36:52 AM,33.9178,-118.651,270,267,307,6525,FlightAware ADS-B (KSNA)
10:39:51 AM,33.902,-118.9326,263,333,383,11625,FlightAware ADS-B (KLAX)
10:18:21 PM,-36.376,176.7078,247,407,468,25675,FlightAware ADS-B (WHK / NZWK)
6:19:33 PM,-11.3414,-164.054,218,,,38000,FlightAware Approximate
10:51:00 AM,33.7381,-120.4807,262,464,534,25250,FlightAware ADS-B (KSZP)
5:53:42 PM,-8.627,-161.8889,219,489,563,37975,FlightAware ADS-B (MHX / NCMH)
11:12:55 AM,32.9819,-123.7481,244,484,557,33975,FlightAware ADS-B (KSBA)
6:31:56 PM,-12.6725,-165.1128,218,,,37975,FlightAware Approximate
8:28:43 PM,-25.8431,-173.4848,208,,,37975,FlightAware Approximate
9:08:36 PM,-30.4286,-176.3761,217,,,37975,FlightAware Approximate
6:25:08 PM,-11.9631,-164.5467,218,485,558,38000,FlightAware ADS-B (NCPK)
1:51:27 PM,17.8491,-141.0465,214,,,36000,FlightAware Approximate
4:04:09 PM,3.1167,-152.5,219,499,574,36000,Oakland Oceanic
5:43:27 PM,-7.5365,-161.014,219,488,562,38000,FlightAware ADS-B (MHX / NCMH)
7:18:21 PM,-17.7435,-168.6222,210,,,37975,FlightAware Approximate
7:52:27 PM,-21.6569,-170.9669,209,,,37975,FlightAware Approximate
10:03:37 PM,-35.5519,178.7535,220,487,560,38975,FlightAware ADS-B (AMZ / NZAR)
10:59:44 AM,33.5782,-121.8339,262,464,534,33900,FlightAware ADS-B (KSMO)
11:19:11 AM,32.5975,-124.6157,243,488,562,33975,FlightAware ADS-B (KSBA)
10:44:28 AM,33.8419,-119.5225,264,413,475,17600,FlightAware ADS-B (KSZP)
11:04:24 AM,33.4874,-122.5455,260,468,539,34000,FlightAware ADS-B (KCRQ)
6:33:06 PM,-12.7936,-165.2098,218,,,37975,FlightAware Approximate
11:58:08 AM,30,-130,223,499,574,34000,Oakland Oceanic
10:50:30 AM,33.7462,-120.4079,262,462,532,24750,FlightAware ADS-B (KNKX)
10:49:07 AM,33.7694,-120.1971,264,455,524,23175,FlightAware ADS-B (KSBA)
8:49:04 PM,-28.213,-174.8915,208,,,37975,FlightAware Approximate
9:38:06 PM,-33.4875,-179.1939,219,,,37975,FlightAware Approximate
3:16:10 PM,8.4167,-148.2833,218,504,580,36000,Oakland Oceanic
6:20:43 PM,-11.4629,-164.1501,218,,,38000,FlightAware Approximate
2:08:57 PM,15.8167,-142.45,213,499,574,36000,Oakland Oceanic
7:25:01 PM,-18.5053,-169.0825,210,,,37975,FlightAware Approximate
5:34:31 PM,-6.5846,-160.2552,219,490,564,38000,FlightAware ADS-B (MHX / NCMH)
10:29:29 PM,-36.7998,175.4666,247,276,318,9975,FlightAware ADS-B (NZPK)
10:05:00 PM,-35.6898,178.6007,233,475,547,38975,FlightAware ADS-B (AMZ / NZAR)
8:33:04 PM,-26.351,-173.7807,208,,,37975,FlightAware Approximate
7:14:51 PM,-17.3432,-168.3821,210,,,37975,FlightAware Approximate
7:29:31 PM,-19.0189,-169.3955,210,,,37975,FlightAware Approximate
8:25:15 PM,-25.4379,-173.2509,207,,,37975,FlightAware Approximate
10:56:03 AM,33.6466,-121.2713,262,472,543,30300,FlightAware ADS-B (KSBP)
10:10:38 PM,-35.9953,177.7818,246,472,543,39000,FlightAware ADS-B (TRG / NZTG)
11:17:31 AM,32.6943,-124.3993,243,485,558,34000,FlightAware ADS-B (KSBA)
10:11:40 PM,-36.0493,177.6317,246,471,542,38875,FlightAware ADS-B (WHK / NZWK)
10:38:04 PM,-36.9936,174.8528,251,147,169,1425,FlightAware ADS-B (AKL / NZAA)
10:20:28 PM,-36.4677,176.4442,247,376,433,22225,FlightAware ADS-B (NZKE)
10:47:29 AM,33.7961,-119.9544,263,447,514,21150,FlightAware ADS-B (KSMO)
10:46:02 AM,33.8185,-119.7435,263,434,499,19375,FlightAware ADS-B (KSBA)
11:03:23 AM,33.5082,-122.389,262,466,536,34000,FlightAware ADS-B (KSBA)
9:35:44 PM,-33.2445,-178.9607,219,,,37975,FlightAware Approximate
11:16:58 AM,32.729,-124.3213,243,485,558,34000,FlightAware ADS-B (KSBA)
9:16:27 PM,-31.2486,-177.1078,218,,,37975,FlightAware Approximate
10:15:43 PM,-36.2564,177.0492,247,430,495,30275,FlightAware ADS-B (NZRW)
7:39:46 PM,-20.19,-170.1096,208,,,37975,FlightAware Approximate
8:27:31 PM,-25.7029,-173.4037,207,,,37975,FlightAware Approximate
7:08:12 PM,-16.5817,-167.9287,210,,,37975,FlightAware Approximate
1:22:06 PM,21.1687,-138.5194,220,,,36000,FlightAware Approximate
10:46:48 AM,33.8071,-119.852,263,441,507,20275,FlightAware ADS-B (KLPC)
10:22:13 PM,-36.5373,176.2416,248,360,414,19600,FlightAware ADS-B (AKL / NZAA)
10:36:14 AM,33.9208,-118.5927,264,275,316,4525,FlightAware ADS-B (KRNM)
5:59:16 PM,-9.2199,-162.3672,219,489,563,38000,FlightAware ADS-B (MHX / NCMH)
8:51:09 PM,-28.4546,-175.0388,208,,,37975,FlightAware Approximate
9:41:33 PM,-33.841,-179.5361,219,,,37975,FlightAware Approximate
10:03:05 PM,-35.4954,178.8115,220,486,559,39000,FlightAware ADS-B (NZRW)
8:22:56 PM,-25.1669,-173.0954,207,,,37975,FlightAware Approximate
10:45:35 AM,33.8257,-119.6766,263,426,490,18900,FlightAware ADS-B (KSAN)
5:53:12 PM,-8.5746,-161.8467,219,489,563,37975,FlightAware ADS-B (MHX / NCMH)
6:26:27 PM,-12.1033,-164.6584,218,487,560,38000,FlightAware ADS-B (NCPK)
10:40:21 AM,33.8963,-118.9886,263,354,407,12025,FlightAware ADS-B (KRNM)
6:56:58 PM,-15.2933,-167.1709,209,,,37975,FlightAware Approximate
6:58:09 PM,-15.4291,-167.2503,209,,,37975,FlightAware Approximate
11:01:22 AM,33.5472,-122.0825,262,463,533,34000,FlightAware ADS-B (KSBA)
8:30:46 PM,-26.0826,-173.624,208,,,37975,FlightAware Approximate
12:32:43 PM,26.4573,-133.6114,221,,,34000,FlightAware Approximate
8:44:38 PM,-27.6985,-174.5803,208,,,37975,FlightAware Approximate
11:08:27 AM,33.255,-123.1183,244,476,548,33975,FlightAware ADS-B (KSBA)
6:38:44 PM,-13.3781,-165.6797,218,,,37975,FlightAware Approximate
10:08:35 PM,-35.8842,178.0879,246,471,542,38975,FlightAware ADS-B (AKL / NZAA)
9:46:03 PM,-34.3007,-179.9867,219,,,37975,FlightAware Approximate
10:37:48 PM,-36.9904,174.8647,251,147,169,1600,FlightAware ADS-B (NZPK)
6:43:15 PM,-13.846,-166.0581,218,,,37975,FlightAware Approximate
10:20:58 PM,-36.4881,176.3844,247,370,426,21450,FlightAware ADS-B (NZKE)
7:11:39 PM,-16.9769,-168.1635,210,,,37975,FlightAware Approximate
3:17:33 PM,8.2739,-148.3979,218,,,36000,FlightAware Approximate
7:36:27 PM,-19.8091,-169.8817,210,,,37975,FlightAware Approximate
1:01:46 PM,23.3333,-136.5667,220,498,573,36000,Oakland Oceanic
1:11:22 PM,22.3167,-137.5,220,497,572,36000,Oakland Oceanic
6:41:58 PM,-13.7131,-165.9504,218,,,37975,FlightAware Approximate
10:42:08 AM,33.8736,-119.2147,263,389,448,14375,FlightAware ADS-B (KPOC)
9:09:44 PM,-30.5472,-176.481,217,,,37975,FlightAware Approximate
11:32:27 AM,31.6635,-126.4141,243,,,33975,FlightAware Approximate
8:17:03 PM,-24.489,-172.6814,209,,,37975,FlightAware Approximate
9:48:10 PM,-34.5164,179.7996,219,,,37975,FlightAware Approximate
9:44:48 PM,-34.1732,-179.8611,219,,,37975,FlightAware Approximate
12:32:57 PM,26.3667,-133.6833,221,504,580,34000,Oakland Oceanic
11:18:01 AM,32.6684,-124.4573,242,434,499,34000,FlightAware ADS-B (KSBA)
6:36:35 PM,-13.1551,-165.5001,218,,,37975,FlightAware Approximate
2:15:57 PM,15,-143,218,502,578,36000,Oakland Oceanic
10:34:19 AM,33.9337,-118.4396,264,184,212,1300,FlightAware ADS-B (KSNA)
4:13:45 PM,2.0833,-153.3333,219,496,571,36000,Oakland Oceanic
10:06:54 PM,-35.7951,178.3315,246,466,536,39000,FlightAware ADS-B (AKL / NZAA)
10:05:50 PM,-35.7389,178.4842,246,466,536,38975,FlightAware ADS-B (AMZ / NZAR)
9:00:26 PM,-29.529,-175.7035,209,,,37975,FlightAware Approximate
6:59:17 PM,-15.5592,-167.3264,209,,,37975,FlightAware Approximate
11:22:49 AM,32.3628,-125.1354,243,493,567,33975,FlightAware ADS-B (KSBA)
6:46:35 PM,-14.191,-166.3384,218,,,37975,FlightAware Approximate
12:13:46 PM,28.3833,-131.6833,222,503,579,34000,Oakland Oceanic
11:10:56 AM,33.1033,-123.4696,243,482,555,33975,FlightAware ADS-B (KTOA)
9:53:03 PM,-34.45,179.8667,219,490,564,37975, New Zealand
8:52:32 PM,-28.6149,-175.137,208,,,37975,FlightAware Approximate
11:00:22 AM,33.5663,-121.9293,263,464,534,33975,FlightAware ADS-B (KSBA)
5:48:41 PM,-8.0926,-161.4593,219,490,564,37975,FlightAware ADS-B (MHX / NCMH)
11:02:53 AM,33.5181,-122.3119,261,465,535,33975,FlightAware ADS-B (KSNA)
6:25:38 PM,-12.016,-164.5888,218,484,557,37975,FlightAware ADS-B (NCPK)
6:13:31 PM,-10.7126,-163.5584,218,,,38000,FlightAware Approximate
1:20:58 PM,21.2833,-138.4167,220,498,573,36000,Oakland Oceanic
5:37:30 PM,-6.9033,-160.5088,219,487,560,38000,FlightAware ADS-B (MHX / NCMH)
7:45:30 PM,-20.8536,-170.4951,209,,,37975,FlightAware Approximate
9:50:32 PM,-34.757,179.5594,219,,,37975,FlightAware Approximate
9:28:56 PM,-32.5437,-178.2979,218,,,37975,FlightAware Approximate
11:04:42 AM,33.4772,-122.5891,251,472,543,33975,FlightAware ADS-B (KSMX)
10:09:38 PM,-35.9421,177.929,246,472,543,39000,FlightAware ADS-B (TRG / NZTG)
6:03:45 PM,-9.6957,-162.7527,219,487,560,38000,FlightAware ADS-B (MHX / NCMH)
1:29:14 PM,20.445,-139.161,220,,,36000,FlightAware Approximate
7:31:41 PM,-19.2659,-169.547,210,,,37975,FlightAware Approximate
10:19:00 PM,-36.406,176.6215,247,393,452,24575,FlightAware ADS-B (NZRW)
11:21:48 AM,32.4212,-125.007,243,493,567,33975,FlightAware ADS-B (KSBA)
10:30:46 PM,-36.8366,175.3557,249,265,305,7925,FlightAware ADS-B (AKL / NZAA)
9:02:50 PM,-29.8062,-175.8776,209,,,37975,FlightAware Approximate
7:55:55 PM,-22.0571,-171.2043,209,,,37975,FlightAware Approximate
7:28:24 PM,-18.8915,-169.3177,210,,,37975,FlightAware Approximate
8:14:54 PM,-24.2422,-172.5286,209,,,37975,FlightAware Approximate
11:03:53 AM,33.4983,-122.4655,261,467,537,34000,FlightAware ADS-B (KSNA)
11:14:29 AM,32.8859,-123.9668,244,485,558,33975,FlightAware ADS-B (KSBA)
5:51:11 PM,-8.3612,-161.6751,219,491,565,38000,FlightAware ADS-B (MHX / NCMH)
11:05:11 AM,33.4514,-122.6586,244,474,545,33975,FlightAware ADS-B (KSBA)
11:25:08 AM,32.2059,-125.4788,243,491,565,33975,FlightAware ADS-B (KSBA)
6:04:37 PM,-9.7869,-162.8267,219,487,560,38000,FlightAware ADS-B (MHX / NCMH)
10:35:58 PM,-36.9639,174.9601,251,177,204,3025,FlightAware ADS-B (NZPI)
8:41:20 PM,-27.3145,-174.3502,208,,,37975,FlightAware Approximate
7:50:06 PM,-21.3854,-170.8068,209,,,37975,FlightAware Approximate
10:54:53 AM,33.6683,-121.0867,262,478,550,28850,FlightAware ADS-B (KTOA)
10:38:52 PM,-37.0048,174.8126,251,150,173,800,FlightAware ADS-B (AKL / NZAA)
9:22:07 PM,-31.8379,-177.6439,218,,,37975,FlightAware Approximate
